"","mun","year","Departamento","Municipio","Narcopara","Rastrojos","Urabenos","Aguilas_Negras","Paisas","Otros","Paramilitaries","Bloque_Meta","Clan_Del_Golfo","EPL_Los Pelusos"
"6520",76246,2014,"VALLE DEL CAUCA","EL CAIRO",0,0,0,0,NA,0,0,0,NA,NA
"6521",76248,2014,"VALLE DEL CAUCA","EL CERRITO",0,0,0,0,NA,0,0,0,NA,NA
"6522",76250,2014,"VALLE DEL CAUCA","EL DOVIO",1,1,1,0,NA,0,1,0,NA,NA
"6523",76275,2014,"VALLE DEL CAUCA","FLORIDA",1,1,1,0,NA,0,1,0,NA,NA
"6524",76306,2014,"VALLE DEL CAUCA","GINEBRA",0,0,0,0,NA,0,0,0,NA,NA
"6525",76318,2014,"VALLE DEL CAUCA","GUACARI",0,0,0,0,NA,0,0,0,NA,NA
"6526",76364,2014,"VALLE DEL CAUCA","JAMUNDI",1,0,0,0,NA,0,1,0,NA,NA
"6527",76377,2014,"VALLE DEL CAUCA","LA CUMBRE",0,0,0,0,NA,0,0,0,NA,NA
"6528",76400,2014,"VALLE DEL CAUCA","LA UNION",1,1,1,0,NA,0,1,0,NA,NA
"6529",76403,2014,"VALLE DEL CAUCA","LA VICTORIA",1,0,1,0,NA,0,1,0,NA,NA
"6530",76497,2014,"VALLE DEL CAUCA","OBANDO",1,0,1,0,NA,0,1,0,NA,NA
"6531",76520,2014,"VALLE DEL CAUCA","PALMIRA",1,1,1,0,NA,0,1,0,NA,NA
"6532",76563,2014,"VALLE DEL CAUCA","PRADERA",1,1,0,0,NA,0,1,0,NA,NA
"6533",76606,2014,"VALLE DEL CAUCA","RESTREPO",0,0,0,0,NA,0,0,0,NA,NA
"6534",76616,2014,"VALLE DEL CAUCA","RIOFRIO",1,1,0,0,NA,0,1,0,NA,NA
"6535",76622,2014,"VALLE DEL CAUCA","ROLDANILLO",1,1,1,0,NA,0,1,0,NA,NA
"6536",76670,2014,"VALLE DEL CAUCA","SAN PEDRO",0,0,0,0,NA,0,0,0,NA,NA
"6537",76736,2014,"VALLE DEL CAUCA","SEVILLA",1,1,0,0,NA,0,1,0,NA,NA
"6538",76823,2014,"VALLE DEL CAUCA","TORO",1,0,1,0,NA,0,1,0,NA,NA
"6539",76828,2014,"VALLE DEL CAUCA","TRUJILLO",1,1,1,0,NA,0,1,0,NA,NA
"6540",76834,2014,"VALLE DEL CAUCA","TULUA",1,1,1,0,NA,0,1,0,NA,NA
"6541",76845,2014,"VALLE DEL CAUCA","ULLOA",0,0,0,0,NA,0,0,0,NA,NA
"6542",76863,2014,"VALLE DEL CAUCA","VERSALLES",1,1,1,0,NA,0,1,0,NA,NA
"6543",76869,2014,"VALLE DEL CAUCA","VIJES",0,0,0,0,NA,0,0,0,NA,NA
"6544",76890,2014,"VALLE DEL CAUCA","YOTOCO",1,0,1,0,NA,0,1,0,NA,NA
"6545",76892,2014,"VALLE DEL CAUCA","YUMBO",0,0,0,0,NA,0,0,0,NA,NA
"6546",76895,2014,"VALLE DEL CAUCA","ZARZAL",1,0,1,0,NA,0,1,0,NA,NA
"6547",81001,2014,"ARAUCA","ARAUCA",0,0,0,0,NA,0,0,0,NA,NA
"6548",81065,2014,"ARAUCA","ARAUQUITA",1,0,1,0,NA,0,1,0,NA,NA
"6549",81220,2014,"ARAUCA","CRAVO NORTE",0,0,0,0,NA,0,0,0,NA,NA
"6550",81300,2014,"ARAUCA","FORTUL",0,0,0,0,NA,0,0,0,NA,NA
"6551",81591,2014,"ARAUCA","PUERTO RONDON",0,0,0,0,NA,0,0,0,NA,NA
"6552",81736,2014,"ARAUCA","SARAVENA",0,0,0,0,NA,0,0,0,NA,NA
"6553",81794,2014,"ARAUCA","TAME",0,0,0,0,NA,0,0,0,NA,NA
"6554",85001,2014,"CASANARE","YOPAL",0,0,0,0,NA,0,0,0,NA,NA
"6555",85010,2014,"CASANARE","AGUAZUL",1,0,0,0,NA,1,1,0,NA,NA
"6556",85015,2014,"CASANARE","CHAMEZA",0,0,0,0,NA,0,0,0,NA,NA
"6557",85125,2014,"CASANARE","HATO COROZAL",0,0,0,0,NA,0,0,0,NA,NA
"6558",85136,2014,"CASANARE","LA SALINA",0,0,0,0,NA,0,0,0,NA,NA
"6559",85139,2014,"CASANARE","MANI",1,0,0,0,NA,1,1,0,NA,NA
"6560",85162,2014,"CASANARE","MONTERREY",1,0,0,0,NA,1,1,0,NA,NA
"6561",85225,2014,"CASANARE","NUNCHIA",0,0,0,0,NA,0,0,0,NA,NA
"6562",85230,2014,"CASANARE","OROCUE",1,0,0,0,NA,1,1,0,NA,NA
"6563",85250,2014,"CASANARE","PAZ DE ARIPORO",0,0,0,0,NA,0,0,0,NA,NA
"6564",85263,2014,"CASANARE","PORE",0,0,0,0,NA,0,0,0,NA,NA
"6565",85279,2014,"CASANARE","RECETOR",0,0,0,0,NA,0,0,0,NA,NA
"6566",85300,2014,"CASANARE","SABANALARGA",0,0,0,0,NA,0,0,0,NA,NA
"6567",85315,2014,"CASANARE","SACAMA",0,0,0,0,NA,0,0,0,NA,NA
"6568",85325,2014,"CASANARE","SAN LUIS DE PALENQUE",0,0,0,0,NA,0,0,0,NA,NA
"6569",85400,2014,"CASANARE","TAMARA",0,0,0,0,NA,0,0,0,NA,NA
"6570",85410,2014,"CASANARE","TAURAMENA",1,0,0,0,NA,0,1,0,NA,NA
"6571",85430,2014,"CASANARE","TRINIDAD",0,0,0,0,NA,0,0,0,NA,NA
"6572",85440,2014,"CASANARE","VILLANUEVA",1,0,0,0,NA,1,1,0,NA,NA
"6573",86001,2014,"PUTUMAYO","MOCOA",0,0,0,0,NA,0,0,0,NA,NA
"6574",86219,2014,"PUTUMAYO","COLON",0,0,0,0,NA,0,0,0,NA,NA
"6575",86320,2014,"PUTUMAYO","ORITO",1,1,0,0,NA,0,1,0,NA,NA
"6576",86568,2014,"PUTUMAYO","PUERTO ASIS",1,1,0,0,NA,0,1,0,NA,NA
"6577",86569,2014,"PUTUMAYO","PUERTO CAICEDO",0,0,0,0,NA,0,0,0,NA,NA
"6578",86571,2014,"PUTUMAYO","PUERTO GUZMAN",1,1,0,0,NA,0,1,0,NA,NA
"6579",86573,2014,"PUTUMAYO","PUERTO LEGUIZAMO",0,0,0,0,NA,0,0,0,NA,NA
"6580",86749,2014,"PUTUMAYO","SIBUNDOY",0,0,0,0,NA,0,0,0,NA,NA
"6581",86755,2014,"PUTUMAYO","SAN FRANCISCO",0,0,0,0,NA,0,0,0,NA,NA
"6582",86757,2014,"PUTUMAYO","SAN MIGUEL",1,1,0,0,NA,0,1,0,NA,NA
"6583",86760,2014,"PUTUMAYO","SANTIAGO",0,0,0,0,NA,0,0,0,NA,NA
"6584",86865,2014,"PUTUMAYO","VALLE GUAMUEZ",1,1,0,0,NA,0,1,0,NA,NA
"6585",86885,2014,"PUTUMAYO","VILLAGARZON",0,0,0,0,NA,0,0,0,NA,NA
"6586",88564,2014,"SAN ANDRES","PROVIDENCIA Y SANTA CATALINA",1,1,1,0,NA,0,1,0,NA,NA
"6587",91001,2014,"AMAZONAS","LETICIA",1,0,0,0,NA,1,1,0,NA,NA
"6588",91540,2014,"AMAZONAS","PUERTO NARINO",0,0,0,0,NA,0,0,0,NA,NA
"6589",94001,2014,"GUAINIA","INIRIDA",0,0,0,0,NA,0,0,0,NA,NA
"6590",95001,2014,"GUAVIARE","SAN JOSE DEL GUAVIAR",1,0,1,0,NA,1,1,1,NA,NA
"6591",95015,2014,"GUAVIARE","CALAMAR",1,0,0,0,NA,1,1,0,NA,NA
"6592",95025,2014,"GUAVIARE","EL RETORNO",1,0,0,0,NA,1,1,0,NA,NA
"6593",95200,2014,"GUAVIARE","MIRAFLORES",1,0,0,0,NA,0,1,1,NA,NA
"6594",97001,2014,"VAUPES","MITU",0,0,0,0,NA,0,0,0,NA,NA
"6595",97161,2014,"VAUPES","CARURU",0,0,0,0,NA,0,0,0,NA,NA
"6596",97666,2014,"VAUPES","TARAIRA",0,0,0,0,NA,0,0,0,NA,NA
"6597",99001,2014,"VICHADA","PUERTO CARRENO",1,0,0,0,NA,1,1,1,NA,NA
"6598",99524,2014,"VICHADA","LA PRIMAVERA",1,0,0,0,NA,1,1,1,NA,NA
"6599",99624,2014,"VICHADA","SANTA ROSALIA",0,0,0,0,NA,0,0,0,NA,NA
"6600",99773,2014,"VICHADA","CUMARIBO",1,0,0,0,NA,1,1,1,NA,NA
"6601",5001,2015,"ANTIOQUIA","MEDELLIN",1,1,NA,0,NA,1,1,NA,1,1
"6602",5002,2015,"ANTIOQUIA","ABEJORRAL",0,0,NA,0,NA,0,0,NA,0,0
"6603",5004,2015,"ANTIOQUIA","ABRIAQUI",1,0,NA,0,NA,0,1,NA,1,0
"6604",5021,2015,"ANTIOQUIA","ALEJANDRIA",0,0,NA,0,NA,0,0,NA,0,0
"6605",5030,2015,"ANTIOQUIA","AMAGA",1,0,NA,0,NA,0,1,NA,1,0
"6606",5031,2015,"ANTIOQUIA","AMALFI",1,0,NA,0,NA,0,1,NA,1,0
"6607",5034,2015,"ANTIOQUIA","ANDES",1,0,NA,0,NA,0,1,NA,1,0
"6608",5036,2015,"ANTIOQUIA","ANGELOPOLIS",0,0,NA,0,NA,0,0,NA,0,0
"6609",5038,2015,"ANTIOQUIA","ANGOSTURA",0,0,NA,0,NA,0,0,NA,0,0
"6610",5040,2015,"ANTIOQUIA","ANORI",0,0,NA,0,NA,0,0,NA,0,0
"6611",5042,2015,"ANTIOQUIA","ANTIOQUIA",0,0,NA,0,NA,0,0,NA,0,0
"6612",5044,2015,"ANTIOQUIA","ANZA",1,0,NA,0,NA,0,1,NA,1,0
"6613",5045,2015,"ANTIOQUIA","APARTADO",1,0,NA,0,NA,0,1,NA,1,0
"6614",5051,2015,"ANTIOQUIA","ARBOLETES",1,0,NA,0,NA,0,1,NA,1,0
"6615",5055,2015,"ANTIOQUIA","ARGELIA",0,0,NA,0,NA,0,0,NA,0,0
"6616",5059,2015,"ANTIOQUIA","ARMENIA",1,0,NA,0,NA,0,1,NA,1,0
"6617",5079,2015,"ANTIOQUIA","BARBOSA",1,0,NA,0,NA,0,1,NA,1,0
"6618",5086,2015,"ANTIOQUIA","BELMIRA",1,0,NA,0,NA,0,1,NA,1,0
"6619",5088,2015,"ANTIOQUIA","BELLO",1,0,NA,0,NA,0,1,NA,1,0
"6620",5091,2015,"ANTIOQUIA","BETANIA",0,0,NA,0,NA,0,0,NA,0,0
"6621",5093,2015,"ANTIOQUIA","BETULIA",1,0,NA,0,NA,0,1,NA,1,0
"6622",5101,2015,"ANTIOQUIA","BOLIVAR",1,0,NA,0,NA,0,1,NA,0,0
"6623",5107,2015,"ANTIOQUIA","BRICENO",0,0,NA,0,NA,0,1,NA,1,0
"6624",5113,2015,"ANTIOQUIA","BURITICA",1,0,NA,0,NA,0,1,NA,1,0
"6625",5120,2015,"ANTIOQUIA","CACERES",1,0,NA,0,NA,0,1,NA,1,0
"6626",5125,2015,"ANTIOQUIA","CAICEDO",0,0,NA,0,NA,0,0,NA,0,0
"6627",5129,2015,"ANTIOQUIA","CALDAS",0,0,NA,0,NA,0,0,NA,0,0
"6628",5134,2015,"ANTIOQUIA","CAMPAMENTO",0,0,NA,0,NA,0,0,NA,0,0
"6629",5138,2015,"ANTIOQUIA","CANASGORDAS",1,0,NA,0,NA,0,1,NA,1,0
"6630",5142,2015,"ANTIOQUIA","CARACOLI",0,0,NA,0,NA,0,0,NA,0,0
"6631",5145,2015,"ANTIOQUIA","CARAMANTA",0,0,NA,0,NA,0,0,NA,0,0
"6632",5147,2015,"ANTIOQUIA","CAREPA",1,0,NA,0,NA,0,1,NA,1,0
"6633",5148,2015,"ANTIOQUIA","CARMEN DE VIBORAL",0,0,NA,0,NA,0,1,NA,1,0
"6634",5150,2015,"ANTIOQUIA","CAROLINA",0,0,NA,0,NA,0,0,NA,0,0
"6635",5154,2015,"ANTIOQUIA","CAUCASIA",1,1,NA,0,NA,0,1,NA,1,0
"6636",5172,2015,"ANTIOQUIA","CHIGORODO",1,0,NA,0,NA,0,1,NA,1,0
"6637",5190,2015,"ANTIOQUIA","CISNEROS",1,0,NA,0,NA,0,1,NA,1,0
"6638",5197,2015,"ANTIOQUIA","COCORNA",1,0,NA,0,NA,0,1,NA,1,0
"6639",5206,2015,"ANTIOQUIA","CONCEPCION",0,0,NA,0,NA,0,0,NA,0,0
"6640",5209,2015,"ANTIOQUIA","CONCORDIA",1,0,NA,0,NA,0,1,NA,1,0
"6641",5212,2015,"ANTIOQUIA","COPACABANA",1,0,NA,0,NA,0,1,NA,1,0
"6642",5234,2015,"ANTIOQUIA","DABEIBA",1,0,NA,0,NA,0,1,NA,1,0
"6643",5237,2015,"ANTIOQUIA","DON MATIAS",0,0,NA,0,NA,0,0,NA,0,0
"6644",5240,2015,"ANTIOQUIA","EBEJICO",0,0,NA,0,NA,0,0,NA,0,0
"6645",5250,2015,"ANTIOQUIA","EL BAGRE",1,0,NA,0,NA,0,1,NA,1,0
"6646",5264,2015,"ANTIOQUIA","ENTRERRIOS",0,0,NA,0,NA,0,1,NA,1,0
"6647",5266,2015,"ANTIOQUIA","ENVIGADO",1,1,NA,0,NA,1,1,NA,1,0
"6648",5282,2015,"ANTIOQUIA","FREDONIA",0,0,NA,0,NA,0,0,NA,0,0
"6649",5284,2015,"ANTIOQUIA","FRONTINO",1,0,NA,0,NA,0,1,NA,1,0
"6650",5306,2015,"ANTIOQUIA","GIRALDO",1,0,NA,0,NA,0,1,NA,1,0
"6651",5308,2015,"ANTIOQUIA","GIRARDOTA",0,0,NA,0,NA,0,0,NA,0,0
"6652",5310,2015,"ANTIOQUIA","GOMEZ PLATA",1,0,NA,0,NA,0,1,NA,1,0
"6653",5313,2015,"ANTIOQUIA","GRANADA",1,0,NA,0,NA,0,1,NA,1,0
"6654",5315,2015,"ANTIOQUIA","GUADALUPE",0,0,NA,0,NA,0,0,NA,0,0
"6655",5318,2015,"ANTIOQUIA","GUARNE",1,0,NA,0,NA,0,1,NA,1,0
"6656",5321,2015,"ANTIOQUIA","GUATAPE",0,0,NA,0,NA,0,0,NA,0,0
"6657",5347,2015,"ANTIOQUIA","HELICONIA",0,0,NA,0,NA,0,0,NA,0,0
"6658",5353,2015,"ANTIOQUIA","HISPANIA",0,0,NA,0,NA,0,0,NA,0,0
"6659",5360,2015,"ANTIOQUIA","ITAGUI",1,0,NA,0,NA,0,1,NA,1,0
"6660",5361,2015,"ANTIOQUIA","ITUANGO",0,0,NA,0,NA,0,0,NA,0,0
"6661",5364,2015,"ANTIOQUIA","JARDIN",0,0,NA,0,NA,0,0,NA,0,0
"6662",5368,2015,"ANTIOQUIA","JERICO",1,0,NA,0,NA,0,1,NA,0,0
"6663",5376,2015,"ANTIOQUIA","LA CEJA",0,0,NA,0,NA,0,0,NA,0,0
"6664",5380,2015,"ANTIOQUIA","LA ESTRELLA",1,0,NA,0,NA,0,1,NA,1,0
"6665",5390,2015,"ANTIOQUIA","LA PINTADA",1,0,NA,0,NA,0,1,NA,1,0
"6666",5400,2015,"ANTIOQUIA","LA UNION",1,0,NA,0,NA,0,1,NA,1,0
"6667",5411,2015,"ANTIOQUIA","LIBORINA",0,0,NA,0,NA,0,0,NA,0,0
"6668",5425,2015,"ANTIOQUIA","MACEO",1,0,NA,0,NA,0,1,NA,1,0
"6669",5440,2015,"ANTIOQUIA","MARINILLA",0,0,NA,0,NA,0,0,NA,0,0
"6670",5467,2015,"ANTIOQUIA","MONTEBELLO",0,0,NA,0,NA,0,0,NA,0,0
"6671",5475,2015,"ANTIOQUIA","MURINDO",1,0,NA,0,NA,0,1,NA,1,0
"6672",5480,2015,"ANTIOQUIA","MUTATA",1,0,NA,0,NA,0,1,NA,1,0
"6673",5483,2015,"ANTIOQUIA","NARINO",0,0,NA,0,NA,0,0,NA,0,0
"6674",5490,2015,"ANTIOQUIA","NECOCLI",1,0,NA,0,NA,0,1,NA,1,0
"6675",5495,2015,"ANTIOQUIA","NECHI",1,0,NA,0,NA,0,1,NA,1,0
"6676",5501,2015,"ANTIOQUIA","OLAYA",0,0,NA,0,NA,0,0,NA,0,0
"6677",5541,2015,"ANTIOQUIA","PENOL",0,0,NA,0,NA,0,1,NA,1,0
"6678",5543,2015,"ANTIOQUIA","PEQUE",1,0,NA,0,NA,0,1,NA,1,0
"6679",5576,2015,"ANTIOQUIA","PUEBLORRICO",0,0,NA,0,NA,0,0,NA,0,0
"6680",5579,2015,"ANTIOQUIA","PUERTO BERRIO",1,0,NA,0,NA,0,1,NA,1,0
"6681",5585,2015,"ANTIOQUIA","PUERTO NARE",0,0,NA,0,NA,0,0,NA,0,0
"6682",5591,2015,"ANTIOQUIA","PUERTO TRIUNFO",1,0,NA,0,NA,0,1,NA,1,0
"6683",5604,2015,"ANTIOQUIA","REMEDIOS",1,0,NA,0,NA,0,1,NA,1,0
"6684",5607,2015,"ANTIOQUIA","RETIRO",0,0,NA,0,NA,0,0,NA,0,0
"6685",5615,2015,"ANTIOQUIA","RIONEGRO",1,0,NA,0,NA,0,1,NA,1,1
"6686",5628,2015,"ANTIOQUIA","SABANALARGA",0,0,NA,0,NA,0,0,NA,0,0
"6687",5631,2015,"ANTIOQUIA","SABANETA",1,1,NA,0,NA,0,1,NA,1,0
"6688",5642,2015,"ANTIOQUIA","SALGAR",0,0,NA,0,NA,0,0,NA,0,0
"6689",5647,2015,"ANTIOQUIA","SAN ANDRES",1,0,NA,0,NA,0,1,NA,1,0
"6690",5649,2015,"ANTIOQUIA","SAN CARLOS",1,0,NA,0,NA,0,1,NA,1,0
"6691",5652,2015,"ANTIOQUIA","SAN FRANCISCO",1,0,NA,0,NA,0,1,NA,1,0
"6692",5656,2015,"ANTIOQUIA","SAN JERONIMO",1,0,NA,0,NA,0,1,NA,1,0
"6693",5658,2015,"ANTIOQUIA","SN JOSE D LA MONTANA",0,0,NA,0,NA,0,0,NA,0,0
"6694",5659,2015,"ANTIOQUIA","SAN JUAN URABA",1,0,NA,0,NA,0,1,NA,1,0
"6695",5660,2015,"ANTIOQUIA","SAN LUIS",1,0,NA,0,NA,0,1,NA,1,0
"6696",5664,2015,"ANTIOQUIA","SAN PEDRO",0,0,NA,0,NA,0,1,NA,1,0
"6697",5665,2015,"ANTIOQUIA","SAN PEDRO URABA",1,0,NA,0,NA,0,1,NA,0,0
"6698",5667,2015,"ANTIOQUIA","SAN RAFAEL",0,0,NA,0,NA,0,0,NA,0,0
"6699",5670,2015,"ANTIOQUIA","SAN ROQUE",0,0,NA,0,NA,0,0,NA,0,0
"6700",5674,2015,"ANTIOQUIA","SAN VICENTE",0,0,NA,0,NA,0,0,NA,0,0
"6701",5679,2015,"ANTIOQUIA","SANTA BARBARA",1,0,NA,0,NA,0,1,NA,1,0
"6702",5686,2015,"ANTIOQUIA","SANTA ROSA DE OSOS",1,0,NA,0,NA,0,1,NA,1,0
"6703",5690,2015,"ANTIOQUIA","SANTO DOMINGO",0,0,NA,0,NA,0,0,NA,0,0
"6704",5697,2015,"ANTIOQUIA","EL SANTUARIO",0,0,NA,0,NA,0,0,NA,0,0
"6705",5736,2015,"ANTIOQUIA","SEGOVIA",1,1,NA,0,NA,0,1,NA,1,0
"6706",5756,2015,"ANTIOQUIA","SONSON",1,0,NA,0,NA,0,1,NA,1,0
"6707",5761,2015,"ANTIOQUIA","SOPETRAN",1,0,NA,0,NA,0,1,NA,1,0
"6708",5789,2015,"ANTIOQUIA","TAMESIS",0,0,NA,0,NA,0,0,NA,0,0
"6709",5790,2015,"ANTIOQUIA","TARAZA",1,0,NA,0,NA,0,1,NA,1,0
"6710",5792,2015,"ANTIOQUIA","TARSO",1,0,NA,0,NA,0,1,NA,1,0
"6711",5809,2015,"ANTIOQUIA","TITIRIBI",0,0,NA,0,NA,0,0,NA,0,0
"6712",5819,2015,"ANTIOQUIA","TOLEDO",0,0,NA,0,NA,0,0,NA,0,0
"6713",5837,2015,"ANTIOQUIA","TURBO",1,0,NA,0,NA,0,1,NA,1,0
"6714",5842,2015,"ANTIOQUIA","URAMITA",1,0,NA,0,NA,0,1,NA,1,0
"6715",5847,2015,"ANTIOQUIA","URRAO",1,0,NA,0,NA,0,1,NA,1,0
"6716",5854,2015,"ANTIOQUIA","VALDIVIA",1,0,NA,0,NA,0,1,NA,1,0
"6717",5856,2015,"ANTIOQUIA","VALPARAISO",0,0,NA,0,NA,0,0,NA,0,0
"6718",5858,2015,"ANTIOQUIA","VEGACHI",1,0,NA,0,NA,0,1,NA,1,0
"6719",5861,2015,"ANTIOQUIA","VENECIA",0,0,NA,0,NA,0,0,NA,0,0
"6720",5873,2015,"ANTIOQUIA","VIGIA DEL FUERTE",1,0,NA,0,NA,0,1,NA,1,0
"6721",5885,2015,"ANTIOQUIA","YALI",1,0,NA,0,NA,0,1,NA,1,0
"6722",5887,2015,"ANTIOQUIA","YARUMAL",1,0,NA,0,NA,0,1,NA,1,0
"6723",5890,2015,"ANTIOQUIA","YOLOMBO",1,0,NA,0,NA,0,1,NA,1,0
"6724",5893,2015,"ANTIOQUIA","YONDO",1,0,NA,0,NA,0,1,NA,1,0
"6725",5895,2015,"ANTIOQUIA","ZARAGOZA",1,0,NA,0,NA,0,1,NA,1,0
"6726",8001,2015,"ATLANTICO","BARRANQUILLA",1,1,NA,1,NA,0,1,NA,1,0
"6727",8078,2015,"ATLANTICO","BARANOA",0,0,NA,0,NA,0,0,NA,0,0
"6728",8137,2015,"ATLANTICO","CAMPO DE LA CRUZ",0,0,NA,0,NA,0,0,NA,0,0
"6729",8141,2015,"ATLANTICO","CANDELARIA",0,0,NA,0,NA,0,0,NA,0,0
"6730",8296,2015,"ATLANTICO","GALAPA",1,1,NA,0,NA,0,1,NA,0,0
"6731",8372,2015,"ATLANTICO","JUAN DE ACOSTA",0,0,NA,0,NA,0,0,NA,0,0
"6732",8421,2015,"ATLANTICO","LURUACO",0,0,NA,0,NA,0,0,NA,0,0
"6733",8433,2015,"ATLANTICO","MALAMBO",1,1,NA,0,NA,0,1,NA,0,0
"6734",8436,2015,"ATLANTICO","MANATI",1,1,NA,0,NA,0,1,NA,0,0
"6735",8520,2015,"ATLANTICO","PALMAR D VARELA",0,0,NA,0,NA,0,0,NA,0,0
"6736",8549,2015,"ATLANTICO","PIOJO",0,0,NA,0,NA,0,0,NA,0,0
"6737",8558,2015,"ATLANTICO","POLONUEVO",1,0,NA,0,NA,0,1,NA,1,0
"6738",8560,2015,"ATLANTICO","PONEDERA",0,0,NA,0,NA,0,0,NA,0,0
"6739",8573,2015,"ATLANTICO","PUERTO COLOMBIA",0,0,NA,0,NA,0,0,NA,0,0
"6740",8606,2015,"ATLANTICO","REPELON",1,1,NA,0,NA,0,1,NA,0,0
"6741",8634,2015,"ATLANTICO","SABANAGRANDE",0,0,NA,0,NA,0,0,NA,0,0
"6742",8638,2015,"ATLANTICO","SABANALARGA",1,1,NA,0,NA,0,1,NA,0,0
"6743",8675,2015,"ATLANTICO","SANTA LUCIA",0,0,NA,0,NA,0,0,NA,0,0
"6744",8685,2015,"ATLANTICO","SANTO TOMAS",0,0,NA,0,NA,0,0,NA,0,0
"6745",8758,2015,"ATLANTICO","SOLEDAD",1,1,NA,0,NA,0,1,NA,0,0
"6746",8770,2015,"ATLANTICO","SUAN",0,0,NA,0,NA,0,0,NA,0,0
"6747",8832,2015,"ATLANTICO","TUBARA",0,0,NA,0,NA,0,0,NA,0,0
"6748",8849,2015,"ATLANTICO","USIACURI",0,0,NA,0,NA,0,0,NA,0,0
"6749",11001,2015,"BOGOTA","BOGOTA",0,0,NA,0,NA,0,0,NA,0,0
"6750",13001,2015,"BOLIVAR","CARTAGENA",1,1,NA,0,NA,0,1,NA,1,0
"6751",13006,2015,"BOLIVAR","ACHI",1,0,NA,0,NA,0,1,NA,1,0
"6752",13030,2015,"BOLIVAR","ALTOS DEL ROSARIO",1,0,NA,0,NA,0,1,NA,1,0
"6753",13042,2015,"BOLIVAR","ARENAL",1,0,NA,0,NA,0,1,NA,1,0
"6754",13052,2015,"BOLIVAR","ARJONA",1,0,NA,0,NA,0,1,NA,1,0
"6755",13062,2015,"BOLIVAR","ARROYOHONDO",0,0,NA,0,NA,0,0,NA,0,0
"6756",13074,2015,"BOLIVAR","BARRANCO DE LOBA",1,0,NA,0,NA,0,1,NA,1,0
"6757",13140,2015,"BOLIVAR","CALAMAR",0,0,NA,0,NA,0,0,NA,0,0
"6758",13160,2015,"BOLIVAR","CANTAGALLO",1,0,NA,0,NA,0,1,NA,1,0
"6759",13188,2015,"BOLIVAR","CICUCO",0,0,NA,0,NA,0,0,NA,0,0
"6760",13212,2015,"BOLIVAR","CORDOBA",0,0,NA,0,NA,0,0,NA,0,0
"6761",13222,2015,"BOLIVAR","CLEMENCIA",0,0,NA,0,NA,0,0,NA,0,0
"6762",13244,2015,"BOLIVAR","EL CARMEN DE BOLIVAR",0,0,NA,0,NA,0,0,NA,0,0
"6763",13248,2015,"BOLIVAR","EL GUAMO",0,0,NA,0,NA,0,0,NA,0,0
"6764",13268,2015,"BOLIVAR","EL PEÐON",0,0,NA,0,NA,0,0,NA,0,0
"6765",13300,2015,"BOLIVAR","HATILLO DE LOBA",0,0,NA,0,NA,0,0,NA,0,0
"6766",13430,2015,"BOLIVAR","MAGANGUE",1,0,NA,0,NA,0,1,NA,1,0
"6767",13433,2015,"BOLIVAR","MAHATES",0,0,NA,0,NA,0,0,NA,0,0
"6768",13440,2015,"BOLIVAR","MARGARITA",0,0,NA,0,NA,0,0,NA,0,0
"6769",13442,2015,"BOLIVAR","MARIA LA BAJA",0,0,NA,0,NA,0,0,NA,0,0
"6770",13458,2015,"BOLIVAR","MONTECRISTO",1,0,NA,0,NA,0,1,NA,1,0
"6771",13468,2015,"BOLIVAR","MOMPOS",0,0,NA,0,NA,0,0,NA,0,0
"6772",13473,2015,"BOLIVAR","MORALES",1,0,NA,0,NA,0,1,NA,1,0
"6773",13490,2015,"BOLIVAR","NOROSÍ",1,0,NA,0,NA,0,1,NA,1,0
"6774",13549,2015,"BOLIVAR","PINILLOS",0,0,NA,0,NA,0,0,NA,0,0
"6775",13580,2015,"BOLIVAR","REGIDOR",1,0,NA,0,NA,0,1,NA,1,0
"6776",13600,2015,"BOLIVAR","RIO VIEJO",1,0,NA,0,NA,0,1,NA,1,0
"6777",13620,2015,"BOLIVAR","SAN CRISTOBAL",0,0,NA,0,NA,0,0,NA,0,0
"6778",13647,2015,"BOLIVAR","SAN ESTANISLAO",0,0,NA,0,NA,0,0,NA,0,0
"6779",13650,2015,"BOLIVAR","SAN FERNANDO",0,0,NA,0,NA,0,0,NA,0,0
"6780",13654,2015,"BOLIVAR","SAN JACINTO",1,0,NA,0,NA,0,1,NA,1,0
"6781",13655,2015,"BOLIVAR","SAN JACINTO DEL CAUCA",1,0,NA,0,NA,0,1,NA,1,0
"6782",13657,2015,"BOLIVAR","S.JUAN NEPOMUCENO",0,0,NA,0,NA,0,0,NA,0,0
"6783",13667,2015,"BOLIVAR","S.MARTIN DE LOBA",1,0,NA,0,NA,0,1,NA,1,0
"6784",13670,2015,"BOLIVAR","SAN PABLO",1,0,NA,0,NA,0,1,NA,1,0
"6785",13673,2015,"BOLIVAR","SANTA CATALINA",0,0,NA,0,NA,0,0,NA,0,0
"6786",13683,2015,"BOLIVAR","SANTA ROSA",1,0,NA,0,NA,0,1,NA,1,0
"6787",13688,2015,"BOLIVAR","SANTA ROSA SUR",1,0,NA,0,NA,0,1,NA,1,0
"6788",13744,2015,"BOLIVAR","SIMITI",1,0,NA,0,NA,0,1,NA,1,0
"6789",13760,2015,"BOLIVAR","SOPLAVIENTO",0,0,NA,0,NA,0,0,NA,0,0
